Ticker,Type,Exchange,Expiration,Multiplier,Base Currency,Symbol,Quote Currency,Conid
UNG,STK,SMART,,,USD,,,300917700
USO,STK,SMART,,,USD,,,418893644
CPER,STK,SMART,,,USD,,,97462781
SLV,STK,SMART,,,USD,,,39039301
GLD,STK,SMART,,,USD,,,51529211
BLOK,STK,SMART,,,USD,,,302902491
BITO,STK,SMART,,,USD,,,521525019
DBC,STK,SMART,,,USD,,,319355208
