Ticker,Type,Exchange,Expiration,Multiplier,Base Currency,Symbol,Quote Currency,Conid
TUR,STK,SMART,,,USD,,,49954174
EWP,STK,SMART,,,USD,,,2586596
EWI,STK,SMART,,,USD,,,253190540
EWQ,STK,SMART,,,USD,,,2586555
EWN,STK,SMART,,,USD,,,2586583
EWD,STK,SMART,,,USD,,,2586593
EWL,STK,SMART,,,USD,,,2586589
EWU,STK,SMART,,,USD,,,253190561
EWK,STK,SMART,,,USD,,,2586538
FEZ,STK,SMART,,,USD,,,45555861
EPOL,STK,SMART,,,USD,,,75778782
EWG,STK,SMART,,,USD,,,2586603
